layer,Cota,Cota_MDE_R,Dif_MDE_Ra,UnidadPaisaje
Puntos IGN,5,5.45363,0.454,Humedales de Crestas de Playa
Puntos IGN,4,3.62867,-0.371,Humedales de Crestas de Playa
Puntos IGN,3,3.41075,0.411,Humedales de Crestas de Playa
Puntos IGN,3,2.77407,-0.226,Humedales de Crestas de Playa
Puntos IGN,3,2.72532,-0.275,Humedales de Crestas de Playa
Puntos IGN,3,2.6736,-0.326,Humedales de Crestas de Playa
Puntos IGN,3,2.74103,-0.259,Humedales de Crestas de Playa
Relevamiento Victoria,7.9,5.03505,-2.865,Humedales de Crestas de Playa
Relevamiento Victoria,4.89,4.90086,0.011,Humedales de Crestas de Playa
Relevamiento Victoria,7.93,5.03505,-2.895,Humedales de Crestas de Playa
Relevamiento Victoria,6.094,5.60984,-0.484,Humedales de Crestas de Playa
Relevamiento Victoria,4.515,4.79044,0.275,Humedales de Crestas de Playa
Relevamiento Victoria,4.692,4.67499,-0.017,Humedales de Crestas de Playa
Relevamiento Victoria,4.282,4.64104,0.359,Humedales de Crestas de Playa
Relevamiento Victoria,4.26,4.65676,0.397,Humedales de Crestas de Playa
Relevamiento Victoria,5.46,4.65676,-0.803,Humedales de Crestas de Playa
Relevamiento Victoria,3.95,4.61062,0.661,Humedales de Crestas de Playa
Relevamiento Victoria,4.36,4.70998,0.35,Humedales de Crestas de Playa
Relevamiento Victoria,4.42,4.73273,0.313,Humedales de Crestas de Playa
Relevamiento Victoria,4.73,4.7605,0.03,Humedales de Crestas de Playa
Relevamiento Victoria,4.75,5.14192,0.392,Humedales de Crestas de Playa
Relevamiento Victoria,6.079,6.17981,0.101,Humedales de Crestas de Playa
Nivelación alta presición,1.995,2.52956,0.535,Humedales de fajas de espiras del Parana y sus distributarios
Nivelación alta presición,2.199,2.72163,0.523,Humedales de fajas de espiras del Parana y sus distributarios
Nivelación alta presición,4.332,2.795,-1.537,Humedales de fajas de espiras del Parana y sus distributarios
RTK INA,5.063,4.47134,-0.592,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,8.5,6.72969,-1.77,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,8.3,6.61473,-1.685,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,7.7,6.49517,-1.205,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,6.8,7.11807,0.318,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,5.6,4.95934,-0.641,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,5.3,5.0475,-0.252,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,5.5,4.99972,-0.5,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,6.2,5.06063,-1.139,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,5.2,4.92736,-0.273,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4.6,4.59481,-0.005,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4.4,4.50373,0.104,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4.5,4.33397,-0.166,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,5.3,4.65032,-0.65,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,5,4.73036,-0.27,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4.7,4.93285,0.233,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4.9,4.52899,-0.371,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,5,4.02835,-0.972,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4.5,4.16614,-0.334,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4.7,3.47589,-1.224,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3.7,3.0802,-0.62,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3.9,2.86968,-1.03,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4.4,2.76462,-1.635,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3.3,2.95302,-0.347,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.4,2.7004,0.3,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.8,2.56741,-0.233,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.6,2.5562,-0.044,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3,2.58687,-0.413,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.6,2.56548,-0.035,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.8,2.62726,-0.173,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,1.9,2.50129,0.601,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.3,2.55631,0.256,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.7,2.56855,-0.131,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.1,2.67276,0.573,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.8,2.1734,-0.627,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.9,2.87086,-0.029,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,1.6,2.38564,0.786,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,1.6,2.4188,0.819,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2,2.62266,0.623,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.7,2.53106,-0.169,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.7,2.57035,-0.13,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.7,2.54897,-0.151,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.5,2.56749,0.067,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.5,2.71806,0.218,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.17,2.65461,0.485,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3.1,3.08903,-0.011,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3.3,2.39069,-0.909,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4,2.47664,-1.523,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.9,2.2954,-0.605,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.6,2.3401,-0.26,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.9,2.33486,-0.565,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4.1,2.34662,-1.753,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.6,2.25264,-0.347,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.3,2.30647,0.006,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.6,2.41523,-0.185,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.4,2.28806,-0.112,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3.4,2.36305,-1.037,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.9,2.3004,-0.6,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.6,2.26549,-0.335,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3.4,2.35819,-1.042,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.6,2.35056,-0.249,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3.9,2.3558,-1.544,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3.9,2.50555,-1.394,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3,2.36812,-0.632,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.9,2.36159,-0.538,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3,2.40647,-0.594,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3.6,2.42759,-1.172,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3.4,2.61199,-0.788,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.8,2.87663,0.077,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3.1,2.45025,-0.65,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,1,2.38502,1.385,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3,2.58574,-0.414,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3,2.71002,-0.29,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3,2.71771,-0.282,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3,2.70373,-0.296,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3,2.64914,-0.351,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4,2.78839,-1.212,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3,2.50827,-0.492,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3,2.66484,-0.335,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3,2.75229,-0.248,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4,2.98243,-1.018,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3,2.95615,-0.044,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4,2.90893,-1.091,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4,2.55622,-1.444,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3,2.50972,-0.49,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3,2.60248,-0.398,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3,2.55274,-0.447,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,5,2.55797,-2.442,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2,2.58974,0.59,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,5,2.46014,-2.54,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4,2.58251,-1.417,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3,2.71652,-0.283,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4,4.3238,0.324,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4,4.07827,0.078,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3.5,3.45913,-0.041,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3.5,3.44795,-0.052,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3.5,3.14567,-0.354,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3,3.05223,0.052,Humedales de fajas de espiras del Parana y sus distributarios
Relevamiento Victoria,10.619,9.15286,-1.466,Humedales de fajas de espiras del Parana y sus distributarios
Relevamiento Victoria,7.148,8.21177,1.064,Humedales de fajas de espiras del Parana y sus distributarios
Relevamiento Victoria,10.798,7.53605,-3.262,Humedales de fajas de espiras del Parana y sus distributarios
Relevamiento Victoria,8.648,7.56179,-1.086,Humedales de fajas de espiras del Parana y sus distributarios
Nivelación alta presición,2.369,2.45506,0.086,Humedales de la planicie deltaica superior
Nivelación alta presición,2.931,2.22723,-0.704,Humedales de la planicie deltaica superior
Nivelación alta presición,3.111,2.54341,-0.568,Humedales de la planicie deltaica superior
Nivelación alta presición,2.18,2.24464,0.065,Humedales de la planicie deltaica superior
Nivelación alta presición,3.316,1.91167,-1.404,Humedales de la planicie deltaica superior
Nivelación alta presición,2.615,2.15636,-0.459,Humedales de la planicie deltaica superior
Nivelación alta presición,2.566,2.60589,0.04,Humedales de la planicie deltaica superior
Nivelación alta presición,2.679,1.9605,-0.718,Humedales de la planicie deltaica superior
Nivelación alta presición,2.658,2.22908,-0.429,Humedales de la planicie deltaica superior
Nivelación alta presición,2.55,2.39189,-0.158,Humedales de la planicie deltaica superior
Nivelación alta presición,3.047,2.80537,-0.242,Humedales de la planicie deltaica superior
Nivelación alta presición,2.913,2.58998,-0.323,Humedales de la planicie deltaica superior
Nivelación alta presición,2.51,2.51988,0.01,Humedales de la planicie deltaica superior
Nivelación topográfica,1.585,1.16515,-0.42,Humedales de la planicie deltaica superior
Nivelación topográfica,1.9,1.1973,-0.703,Humedales de la planicie deltaica superior
Nivelación topográfica,2.03,1.05938,-0.971,Humedales de la planicie deltaica superior
RTK INA,1.905,1.92007,0.015,Humedales de la planicie deltaica superior
RTK INA,1.355,1.641,0.286,Humedales de la planicie deltaica superior
RTK INA,2.27,1.64869,-0.621,Humedales de la planicie deltaica superior
RTK INA,1.98,1.80776,-0.172,Humedales de la planicie deltaica superior
RTK INA,2.008,1.18314,-0.825,Humedales de la planicie deltaica superior
Puntos IGN,2,1.5705,-0.43,Humedales de la planicie deltaica superior
Puntos IGN,1.7,1.30309,-0.397,Humedales de la planicie deltaica superior
Puntos IGN,2.8,2.42572,-0.374,Humedales de la planicie deltaica superior
Puntos IGN,2.7,2.15431,-0.546,Humedales de la planicie deltaica superior
Puntos IGN,2.1,2.07966,-0.02,Humedales de la planicie deltaica superior
Puntos IGN,2.9,2.48142,-0.419,Humedales de la planicie deltaica superior
Puntos IGN,2.3,1.84821,-0.452,Humedales de la planicie deltaica superior
Puntos IGN,2.3,1.95514,-0.345,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.88034,0.08,Humedales de la planicie deltaica superior
Puntos IGN,2.9,1.89143,-1.009,Humedales de la planicie deltaica superior
Puntos IGN,3,1.92999,-1.07,Humedales de la planicie deltaica superior
Puntos IGN,3.9,2.12197,-1.778,Humedales de la planicie deltaica superior
Puntos IGN,1.7,1.42598,-0.274,Humedales de la planicie deltaica superior
Puntos IGN,1.9,1.60733,-0.293,Humedales de la planicie deltaica superior
Puntos IGN,2,1.68247,-0.318,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.66392,0.264,Humedales de la planicie deltaica superior
Puntos IGN,2.1,1.62307,-0.477,Humedales de la planicie deltaica superior
Puntos IGN,1.3,1.59403,0.294,Humedales de la planicie deltaica superior
Puntos IGN,1.5,1.59798,0.098,Humedales de la planicie deltaica superior
Puntos IGN,2.1,1.53151,-0.568,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.40489,0.005,Humedales de la planicie deltaica superior
Puntos IGN,1.3,1.49446,0.194,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.58678,-0.213,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.40001,-0.2,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.33218,-0.268,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.25131,-0.549,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.32361,-0.276,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.49872,-0.301,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.83801,0.238,Humedales de la planicie deltaica superior
Puntos IGN,1.6,2.15733,0.557,Humedales de la planicie deltaica superior
Puntos IGN,1.8,2.13081,0.331,Humedales de la planicie deltaica superior
Puntos IGN,3.1,2.86979,-0.23,Humedales de la planicie deltaica superior
Puntos IGN,3,2.6386,-0.361,Humedales de la planicie deltaica superior
Puntos IGN,2,2.81764,0.818,Humedales de la planicie deltaica superior
Puntos IGN,2.1,2.32366,0.224,Humedales de la planicie deltaica superior
Puntos IGN,2.7,2.66843,-0.032,Humedales de la planicie deltaica superior
Puntos IGN,2,2.32583,0.326,Humedales de la planicie deltaica superior
Puntos IGN,1.5,2.60402,1.104,Humedales de la planicie deltaica superior
Puntos IGN,1.6,2.67872,1.079,Humedales de la planicie deltaica superior
Puntos IGN,1.9,2.62309,0.723,Humedales de la planicie deltaica superior
Puntos IGN,1.9,2.53654,0.637,Humedales de la planicie deltaica superior
Puntos IGN,1.7,2.07653,0.377,Humedales de la planicie deltaica superior
Puntos IGN,1.6,2.01284,0.413,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.62144,-0.179,Humedales de la planicie deltaica superior
Puntos IGN,1.2,1.5419,0.342,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.97627,0.376,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.89479,0.095,Humedales de la planicie deltaica superior
Puntos IGN,2.2,1.98168,-0.218,Humedales de la planicie deltaica superior
Puntos IGN,1.6,2.16665,0.567,Humedales de la planicie deltaica superior
Puntos IGN,2.6,1.70374,-0.896,Humedales de la planicie deltaica superior
Puntos IGN,2.6,1.6867,-0.913,Humedales de la planicie deltaica superior
Puntos IGN,2.1,1.62989,-0.47,Humedales de la planicie deltaica superior
Puntos IGN,1.9,1.66567,-0.234,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.81908,0.019,Humedales de la planicie deltaica superior
Puntos IGN,1.7,2.03299,0.333,Humedales de la planicie deltaica superior
Puntos IGN,3.2,1.821,-1.379,Humedales de la planicie deltaica superior
Puntos IGN,2.46,2.34801,-0.112,Humedales de la planicie deltaica superior
Puntos IGN,2.5,2.18777,-0.312,Humedales de la planicie deltaica superior
Puntos IGN,1.9,2.52788,0.628,Humedales de la planicie deltaica superior
Puntos IGN,2,1.69896,-0.301,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.67546,0.075,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.50204,-0.098,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.47932,-0.121,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.56233,0.162,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.61633,0.016,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.58792,-0.012,Humedales de la planicie deltaica superior
Puntos IGN,1.5,1.83195,0.332,Humedales de la planicie deltaica superior
Puntos IGN,1.7,1.47416,-0.226,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.41342,-0.387,Humedales de la planicie deltaica superior
Puntos IGN,2.6,1.70963,-0.89,Humedales de la planicie deltaica superior
Puntos IGN,2.2,1.21662,-0.983,Humedales de la planicie deltaica superior
Puntos IGN,1.3,1.0799,-0.22,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.31957,-0.28,Humedales de la planicie deltaica superior
Puntos IGN,1.6,0.95872,-0.641,Humedales de la planicie deltaica superior
Puntos IGN,1.2,1.03643,-0.164,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.17021,-0.23,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.25473,-0.545,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.15438,-0.246,Humedales de la planicie deltaica superior
Puntos IGN,1.9,1.01156,-0.888,Humedales de la planicie deltaica superior
Puntos IGN,1.5,1.23898,-0.261,Humedales de la planicie deltaica superior
Puntos IGN,1.5,1.31269,-0.187,Humedales de la planicie deltaica superior
Puntos IGN,1.7,1.45692,-0.243,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.59756,0.198,Humedales de la planicie deltaica superior
Puntos IGN,1.3,1.5384,0.238,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.60184,0.002,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.53907,-0.061,Humedales de la planicie deltaica superior
Puntos IGN,1.3,1.48906,0.189,Humedales de la planicie deltaica superior
Puntos IGN,2.9,2.65158,-0.248,Humedales de la planicie deltaica superior
Puntos IGN,2.2,2.96613,0.766,Humedales de la planicie deltaica superior
Puntos IGN,2,2.89736,0.897,Humedales de la planicie deltaica superior
Puntos IGN,1.9,2.77391,0.874,Humedales de la planicie deltaica superior
Puntos IGN,2.3,2.59868,0.299,Humedales de la planicie deltaica superior
Puntos IGN,1.8,2.6468,0.847,Humedales de la planicie deltaica superior
Puntos IGN,2.4,3.11823,0.718,Humedales de la planicie deltaica superior
Puntos IGN,1.7,2.20031,0.5,Humedales de la planicie deltaica superior
Puntos IGN,2.4,2.79112,0.391,Humedales de la planicie deltaica superior
Puntos IGN,2.6,3.11561,0.516,Humedales de la planicie deltaica superior
Puntos IGN,2.9,3.08127,0.181,Humedales de la planicie deltaica superior
Puntos IGN,2.1,1.96568,-0.134,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.94546,0.145,Humedales de la planicie deltaica superior
Puntos IGN,2.2,2.27088,0.071,Humedales de la planicie deltaica superior
Puntos IGN,1.9,2.78685,0.887,Humedales de la planicie deltaica superior
Puntos IGN,2.1,2.59264,0.493,Humedales de la planicie deltaica superior
Puntos IGN,2,2.06993,0.07,Humedales de la planicie deltaica superior
Puntos IGN,2.4,1.96552,-0.434,Humedales de la planicie deltaica superior
Puntos IGN,1.6,2.20616,0.606,Humedales de la planicie deltaica superior
Puntos IGN,2.3,2.26335,-0.037,Humedales de la planicie deltaica superior
Puntos IGN,3,2.82334,-0.177,Humedales de la planicie deltaica superior
Puntos IGN,2.2,3.0175,0.817,Humedales de la planicie deltaica superior
Puntos IGN,2,2.41644,0.416,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.47356,-0.126,Humedales de la planicie deltaica superior
Puntos IGN,1.7,1.42889,-0.271,Humedales de la planicie deltaica superior
Puntos IGN,1.3,1.55181,0.252,Humedales de la planicie deltaica superior
Puntos IGN,1.3,1.25351,-0.046,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.72557,-0.074,Humedales de la planicie deltaica superior
Puntos IGN,1.9,1.54674,-0.353,Humedales de la planicie deltaica superior
Puntos IGN,1.9,1.7507,-0.149,Humedales de la planicie deltaica superior
Puntos IGN,1.7,1.15071,-0.549,Humedales de la planicie deltaica superior
Puntos IGN,2.2,0.86233,-1.338,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.27349,-0.127,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.498,-0.102,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.74538,-0.055,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.68921,0.289,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.70613,-0.094,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.38491,-0.215,Humedales de la planicie deltaica superior
Puntos IGN,2.2,1.68268,-0.517,Humedales de la planicie deltaica superior
Puntos IGN,1.7,1.66365,-0.036,Humedales de la planicie deltaica superior
Puntos IGN,2.3,1.48252,-0.817,Humedales de la planicie deltaica superior
Puntos IGN,1.7,0.69962,-1,Humedales de la planicie deltaica superior
Puntos IGN,1.9,0.80782,-1.092,Humedales de la planicie deltaica superior
Puntos IGN,1.7,1.02175,-0.678,Humedales de la planicie deltaica superior
Puntos IGN,2,1.24873,-0.751,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.20322,-0.597,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.20691,-0.393,Humedales de la planicie deltaica superior
Puntos IGN,1.85,1.18912,-0.661,Humedales de la planicie deltaica superior
Puntos IGN,1.5,1.15008,-0.35,Humedales de la planicie deltaica superior
Puntos IGN,2.1,0.8202,-1.28,Humedales de la planicie deltaica superior
Puntos IGN,1.7,0.80564,-0.894,Humedales de la planicie deltaica superior
Puntos IGN,2.1,0.99366,-1.106,Humedales de la planicie deltaica superior
Puntos IGN,2,1.17479,-0.825,Humedales de la planicie deltaica superior
Puntos IGN,2.2,1.27364,-0.926,Humedales de la planicie deltaica superior
Puntos IGN,1.9,1.38391,-0.516,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.57457,-0.225,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.59476,-0.205,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.08726,-0.313,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.05911,-0.741,Humedales de la planicie deltaica superior
Puntos IGN,2.1,1.1158,-0.984,Humedales de la planicie deltaica superior
Puntos IGN,2,1.13918,-0.861,Humedales de la planicie deltaica superior
Puntos IGN,2.4,1.14171,-1.258,Humedales de la planicie deltaica superior
Puntos IGN,2.2,1.08225,-1.118,Humedales de la planicie deltaica superior
Puntos IGN,1.5,1.20033,-0.3,Humedales de la planicie deltaica superior
Puntos IGN,1.5,1.17824,-0.322,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.24982,-0.15,Humedales de la planicie deltaica superior
Puntos IGN,1.9,1.70454,-0.195,Humedales de la planicie deltaica superior
Puntos IGN,1.9,1.63726,-0.263,Humedales de la planicie deltaica superior
Puntos IGN,1.9,1.58377,-0.316,Humedales de la planicie deltaica superior
Puntos IGN,1.7,1.46686,-0.233,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.46603,-0.134,Humedales de la planicie deltaica superior
Puntos IGN,2.4,1.2497,-1.15,Humedales de la planicie deltaica superior
Puntos IGN,2.4,0.93953,-1.46,Humedales de la planicie deltaica superior
Puntos IGN,1.5,1.02163,-0.478,Humedales de la planicie deltaica superior
Puntos IGN,1,1.50765,0.508,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.85615,0.256,Humedales de la planicie deltaica superior
Puntos IGN,1.1,1.58603,0.486,Humedales de la planicie deltaica superior
Puntos IGN,1,1.67568,0.676,Humedales de la planicie deltaica superior
Puntos IGN,2.5,3.04182,0.542,Humedales de la planicie deltaica superior
Puntos IGN,1.9,1.60271,-0.297,Humedales de la planicie deltaica superior
Puntos IGN,2.2,1.62395,-0.576,Humedales de la planicie deltaica superior
Puntos IGN,2.94,1.64312,-1.297,Humedales de la planicie deltaica superior
Puntos IGN,3.02,1.6376,-1.382,Humedales de la planicie deltaica superior
Puntos IGN,1.68,1.43247,-0.248,Humedales de la planicie deltaica superior
Puntos IGN,1.84,1.60672,-0.233,Humedales de la planicie deltaica superior
Puntos IGN,1.73,1.68507,-0.045,Humedales de la planicie deltaica superior
Puntos IGN,1.2,2.35978,1.16,Humedales de la planicie deltaica superior
Puntos IGN,1.63,2.4051,0.775,Humedales de la planicie deltaica superior
Puntos IGN,1.71,2.1318,0.422,Humedales de la planicie deltaica superior
Puntos IGN,1.78,2.39734,0.617,Humedales de la planicie deltaica superior
Puntos IGN,1.75,2.21577,0.466,Humedales de la planicie deltaica superior
Puntos IGN,2.1,1.48713,-0.613,Humedales de la planicie deltaica superior
Puntos IGN,2.5,2.2493,-0.251,Humedales de la planicie deltaica superior
Puntos IGN,2,1.19162,-0.808,Humedales de la planicie deltaica superior
