layer,Cota,Cota_MDE_R,Dif_MDE_Ra,UnidadPaisaje
Puntos IGN,3,2.45189,-0.548,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.42374,-0.576,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.39651,-0.603,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.42689,-0.573,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.43242,-0.568,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.44985,-0.55,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.5269,-0.473,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,4,2.56656,-1.433,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.52789,-0.472,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.59099,-0.409,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.67732,-0.323,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,4,2.58904,-1.411,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.56836,-0.432,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,4,2.45464,-1.545,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.44148,-0.559,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.48094,-0.519,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.50332,-0.497,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.46153,-0.538,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.43512,-0.565,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.43572,-0.564,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.44789,-0.552,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.43326,-0.567,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.51924,-0.481,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,4,2.44858,-1.551,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.52453,-0.475,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.5536,-0.446,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.59758,-0.402,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.62129,-0.379,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2,2.73463,0.735,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.55855,-0.441,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.51531,-0.485,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.47737,-0.523,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2,2.52331,0.523,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.63651,-0.363,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.57173,-0.428,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.60742,-0.393,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.59917,-0.401,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.41944,-0.581,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.40474,-0.595,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.40946,-0.591,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.47986,-0.52,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.41716,-0.583,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.44917,-0.551,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.46559,-0.534,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.51246,-0.488,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.79594,-0.204,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,4,2.74121,-1.259,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.85323,-0.147,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,4,2.6662,-1.334,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.66927,-0.331,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.45452,-0.545,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.49276,-0.507,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,4,3.75686,-0.243,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,4,3.63982,-0.36,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,4,3.52749,-0.473,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3.5,3.09545,-0.405,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3.5,3.19319,-0.307,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,3.09101,0.091,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,3.0267,0.027,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.9984,-0.002,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,6.4,5.17982,-1.22,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,6.8,5.23286,-1.567,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,6.3,5.59388,-0.706,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.3,5.02971,-0.27,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.8,5.06619,-0.734,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.9,5.17515,-0.725,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,6,5.09187,-0.908,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.8,4.86114,-0.939,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.4,4.81195,-0.588,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,6.8,5.14801,-1.652,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,7.8,4.7322,-3.068,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,7.7,5.01258,-2.687,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,7.9,4.60166,-3.298,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,6.2,4.57817,-1.622,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,6.9,4.36372,-2.536,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,6.9,4.42474,-2.475,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,7.4,4.47473,-2.925,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,6.9,4.33329,-2.567,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,6.8,4.27118,-2.529,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.3,4.08413,-0.216,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.6,4.5262,-1.074,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4,4.03816,0.038,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.6,4.18733,-0.413,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,3.6,4.10481,0.505,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.5,4.06798,-0.432,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.7,5.07572,-0.624,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.9,5.04757,-0.852,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.8,4.94559,-0.854,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,6,4.78841,-1.212,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.8,4.90891,-0.891,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.4,4.41848,-0.982,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.3,4.51406,-0.786,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.5,4.14723,-1.353,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.6,4.07374,-1.526,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.5,4.23296,-1.267,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.4,4.62697,-0.773,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.6,4.56874,-0.031,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.8,4.48344,-0.317,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.5,4.43448,-0.066,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.35,4.37053,-0.979,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.7,4.37286,-0.327,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.2,3.87973,-0.32,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.4,3.53789,-0.862,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.1,3.66868,-0.431,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.1,3.56697,-0.533,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.4,3.71573,-1.684,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4,3.60724,-0.393,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.3,4.26787,-0.032,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.6,3.70579,-0.894,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.4,3.89371,-0.506,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,3.6,4.09027,0.49,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.7,3.70415,-0.996,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,3.9,3.15448,-0.746,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.4,3.35316,-1.047,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4,3.26743,-0.733,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,3.7,3.2152,-0.485,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,3.8,3.11252,-0.687,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,3.4,3.45258,0.053,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.1,3.33487,-0.765,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.4,3.35693,-1.043,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.3,3.60875,-0.691,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,3.9,3.55792,-0.342,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.4,3.40713,-0.993,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5,4.19061,-0.809,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,6,5.17102,-0.829,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,6,4.83131,-1.169,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4,3.51743,-0.483,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,6.756,5.6798,-1.076,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,6.294,5.73199,-0.562,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.339,5.7851,0.446,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.002,5.81966,0.818,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.155,5.10159,-0.053,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,3.579,5.13494,1.556,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.875,5.75421,0.879,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.923,5.76602,0.843,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.268,5.89108,1.623,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.401,5.89734,0.496,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,6.272,6.1329,-0.139,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.053,6.72502,1.672,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,7.374,6.68165,-0.692,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.468,6.25688,0.789,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,6.536,6.29917,-0.237,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.202,5.98631,0.784,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.313,6.0154,0.702,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.437,5.89982,0.463,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.623,6.02521,1.402,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.27,4.87823,0.608,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,3.86,4.77338,0.913,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.23,4.5841,0.354,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.16,4.58565,0.426,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.5,4.58565,-0.914,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.26,4.65104,0.391,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,3.96,4.54023,0.58,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.23,4.5665,0.336,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,3.98,4.57811,0.598,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.48,4.53168,0.052,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,3.87,4.61505,0.745,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.75,4.76554,0.016,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.1,4.67873,0.579,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.76,5.73404,-0.026,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.66,5.66615,1.006,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.5,5.56759,0.068,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,6.07,5.55478,-0.515,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.07,5.48248,1.412,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.01,4.99123,-0.019,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.28,4.99424,-0.286,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.46,4.99258,-0.467,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.74,4.55783,-0.182,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,3.8,4.56739,0.767,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.52,4.63235,0.112,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,3.82,4.62993,0.81,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,6.48,5.18932,-1.291,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.47,5.0984,0.628,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.92,5.40602,-0.514,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.32,5.39937,0.079,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.31,5.25325,0.943,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.82,5.18272,-0.637,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,6.6,6.35061,-0.249,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,6.22,6.01709,-0.203,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.49,5.95666,0.467,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.14,5.40759,0.268,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.34,5.36692,0.027,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,6.37,5.11744,-1.253,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,4.69,5.08682,0.397,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Relevamiento Victoria,5.15,5.12413,-0.026,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Nivelación precisión,7.261,3.84975,-3.411,Humedales de los relieves de Ibicuy
Nivelación precisión,5.352,5.01093,-0.341,Humedales de los relieves de Ibicuy
Nivelación precisión,5.15,4.0231,-1.127,Humedales de los relieves de Ibicuy
Nivelación precisión,5.543,2.77724,-2.766,Humedales de los relieves de Ibicuy
Nivelación precisión,3.508,4.05305,0.545,Humedales de los relieves de Ibicuy
Puntos IGN,10,5.2048,-4.795,Humedales de los relieves de Ibicuy
Puntos IGN,10,5.00105,-4.999,Humedales de los relieves de Ibicuy
Puntos IGN,10,5.21041,-4.79,Humedales de los relieves de Ibicuy
Puntos IGN,10,4.35002,-5.65,Humedales de los relieves de Ibicuy
Puntos IGN,10,5.6506,-4.349,Humedales de los relieves de Ibicuy
Puntos IGN,6.9,3.82103,-3.079,Humedales de los relieves de Ibicuy
Puntos IGN,7.2,3.28634,-3.914,Humedales de los relieves de Ibicuy
Puntos IGN,3.9,2.51304,-1.387,Humedales de los relieves de Ibicuy
Puntos IGN,1,2.19793,1.198,Humedales de los relieves de Ibicuy
Puntos IGN,4.9,2.45005,-2.45,Humedales de los relieves de Ibicuy
Puntos IGN,2.4,3.68314,1.283,Humedales de los relieves de Ibicuy
Puntos IGN,8.6,4.10369,-4.496,Humedales de los relieves de Ibicuy
Puntos IGN,6.1,3.40797,-2.692,Humedales de los relieves de Ibicuy
Puntos IGN,5.9,3.38643,-2.514,Humedales de los relieves de Ibicuy
Puntos IGN,6.8,3.72492,-3.075,Humedales de los relieves de Ibicuy
Puntos IGN,5.7,3.34697,-2.353,Humedales de los relieves de Ibicuy
Puntos IGN,3.8,3.36577,-0.434,Humedales de los relieves de Ibicuy
Puntos IGN,9.7,5.84071,-3.859,Humedales de los relieves de Ibicuy
Puntos IGN,1.3,4.51535,3.215,Humedales de los relieves de Ibicuy
Puntos IGN,5,4.71424,-0.286,Humedales de los relieves de Ibicuy
Puntos IGN,4.2,3.38749,-0.813,Humedales de los relieves de Ibicuy
Puntos IGN,4.1,4.16722,0.067,Humedales de los relieves de Ibicuy
Puntos IGN,6.7,5.08804,-1.612,Humedales de los relieves de Ibicuy
Puntos IGN,4.8,4.64963,-0.15,Humedales de los relieves de Ibicuy
Puntos IGN,5.9,3.43284,-2.467,Humedales de los relieves de Ibicuy
Puntos IGN,5.5,3.18372,-2.316,Humedales de los relieves de Ibicuy
Puntos IGN,4,3.69619,-0.304,Humedales de los relieves de Ibicuy
Puntos IGN,3,2.88011,-0.12,Humedales de los relieves de Ibicuy
Puntos IGN,4.7,3.27427,-1.426,Humedales de los relieves de Ibicuy
Puntos IGN,7.8,4.94192,-2.858,Humedales de los relieves de Ibicuy
Puntos IGN,4.4,4.05669,-0.343,Humedales de los relieves de Ibicuy
Puntos IGN,9.5,4.42298,-5.077,Humedales de los relieves de Ibicuy
Puntos IGN,9.6,4.35329,-5.247,Humedales de los relieves de Ibicuy
Puntos IGN,8.6,4.02931,-4.571,Humedales de los relieves de Ibicuy
Puntos IGN,2.7,3.19354,0.494,Humedales de los relieves de Ibicuy
Puntos IGN,3.6,3.16283,-0.437,Humedales de los relieves de Ibicuy
Puntos IGN,3.2,2.96045,-0.24,Humedales de los relieves de Ibicuy
Puntos IGN,4.9,2.96577,-1.934,Humedales de los relieves de Ibicuy
Puntos IGN,3,3.07812,0.078,Humedales de los relieves de Ibicuy
Puntos IGN,2.6,2.39341,-0.207,Humedales de los relieves de Ibicuy
Puntos IGN,5.8,2.8476,-2.952,Humedales de los relieves de Ibicuy
Puntos IGN,9.3,3.83444,-5.466,Humedales de los relieves de Ibicuy
Puntos IGN,5,2.21075,-2.789,Humedales de los relieves de Ibicuy
Puntos IGN,2,1.77967,-0.22,Humedales de paleobahias y paleoestuarios ribere?os
Nivelación alta presición,4.874,4.89649,0.022,Humedales de relieves de la antigua albusfera
Nivelación alta presición,5.814,5.37793,-0.436,Humedales de relieves de la antigua albusfera
Nivelación alta presición,5.578,5.24028,-0.338,Humedales de relieves de la antigua albusfera
Nivelación alta presición,6.055,5.561,-0.494,Humedales de relieves de la antigua albusfera
Nivelación alta presición,5.768,5.55046,-0.218,Humedales de relieves de la antigua albusfera
Nivelación precisión,6.181,5.52322,-0.658,Humedales de relieves de la antigua albusfera
Nivelación precisión,5.584,4.95852,-0.625,Humedales de relieves de la antigua albusfera
Nivelación precisión,5.652,4.21732,-1.435,Humedales de relieves de la antigua albusfera
Puntos IGN,6,5.97528,-0.025,Humedales de relieves de la antigua albusfera
Puntos IGN,6.5,5.31597,-1.184,Humedales de relieves de la antigua albusfera
Puntos IGN,6.2,6.03657,-0.163,Humedales de relieves de la antigua albusfera
Puntos IGN,6,5.9648,-0.035,Humedales de relieves de la antigua albusfera
Puntos IGN,4.9,5.1888,0.289,Humedales de relieves de la antigua albusfera
Puntos IGN,5.8,5.14704,-0.653,Humedales de relieves de la antigua albusfera
Puntos IGN,6.3,4.93173,-1.368,Humedales de relieves de la antigua albusfera
Puntos IGN,5.3,4.46946,-0.831,Humedales de relieves de la antigua albusfera
Puntos IGN,4.7,4.88058,0.181,Humedales de relieves de la antigua albusfera
Puntos IGN,5.9,5.16188,-0.738,Humedales de relieves de la antigua albusfera
Puntos IGN,5.2,5.45253,0.253,Humedales de relieves de la antigua albusfera
Puntos IGN,7,4.66515,-2.335,Humedales de relieves de la antigua albusfera
Puntos IGN,6,3.22335,-2.777,Humedales de relieves de la antigua albusfera
Puntos IGN,5,4.39552,-0.604,Humedales de relieves de la antigua albusfera
Puntos IGN,1.6,1.96918,0.369,Humedales del Delta en formacion
Puntos IGN,1.4,1.98784,0.588,Humedales del Delta en formacion
Puntos IGN,1.5,1.70891,0.209,Humedales del Delta en formacion
Puntos IGN,1.2,1.1351,-0.065,Humedales del Delta en formacion
Puntos IGN,1.3,1.94742,0.647,Humedales del Delta en formacion
RTK INA,1.9,1.59749,-0.303,Humedales del Delta frontal
RTK INA,1.658,1.58243,-0.076,Humedales del Delta frontal
RTK INA,2.177,1.77143,-0.406,Humedales del Delta frontal
RTK INA,2.124,1.7657,-0.358,Humedales del Delta frontal
RTK INA,2.398,1.03679,-1.361,Humedales del Delta frontal
RTK INA,2.298,1.68237,-0.616,Humedales del Delta frontal
RTK INA,2.056,1.57761,-0.478,Humedales del Delta frontal
RTK INA,1.968,2.69688,0.729,Humedales del Delta frontal
Puntos IGN,1.4,2.06525,0.665,Humedales del Delta frontal
Puntos IGN,2,1.99193,-0.008,Humedales del Delta frontal
Puntos IGN,1.6,2.03101,0.431,Humedales del Delta frontal
Puntos IGN,1.1,1.98189,0.882,Humedales del Delta frontal
Puntos IGN,1.6,2.04366,0.444,Humedales del Delta frontal
Puntos IGN,1.9,1.91196,0.012,Humedales del Delta frontal
Puntos IGN,1.6,1.86774,0.268,Humedales del Delta frontal
Puntos IGN,1.6,1.95308,0.353,Humedales del Delta frontal
Puntos IGN,1.6,2.0092,0.409,Humedales del Delta frontal
Puntos IGN,1.4,1.85745,0.457,Humedales del Delta frontal
Puntos IGN,2.1,1.79326,-0.307,Humedales del Delta frontal
Puntos IGN,2,1.72342,-0.277,Humedales del Delta frontal
Puntos IGN,1.7,1.69527,-0.005,Humedales del Delta frontal
Puntos IGN,1.6,1.64647,0.046,Humedales del Delta frontal
Puntos IGN,1.7,1.89727,0.197,Humedales del Delta frontal
Puntos IGN,2.1,1.72453,-0.375,Humedales del Delta frontal
Puntos IGN,2,1.6995,-0.301,Humedales del Delta frontal
Puntos IGN,1.8,1.88248,0.082,Humedales del Delta frontal
Puntos IGN,1.3,2.26547,0.965,Humedales del Delta frontal
Puntos IGN,1.3,2.25492,0.955,Humedales del Delta frontal
Puntos IGN,1.5,1.12433,-0.376,Humedales del Delta frontal
Puntos IGN,2.2,1.90143,-0.299,Humedales del Delta frontal
Puntos IGN,1.8,1.92161,0.122,Humedales del Delta frontal
Puntos IGN,1.7,1.84964,0.15,Humedales del Delta frontal
Puntos IGN,1.8,1.02401,-0.776,Humedales del Delta frontal
Puntos IGN,1.2,0.69044,-0.51,Humedales del Delta frontal
Puntos IGN,2.2,1.24442,-0.956,Humedales del Delta frontal
Puntos IGN,1.4,1.11312,-0.287,Humedales del Delta frontal
Puntos IGN,1.6,0.77384,-0.826,Humedales del Delta frontal
